Class,Gender,Age,Institute,Department,Students ID,Academic year,Nationality,psychological factor,Teachers factor,eco_status of fam,Family size,Family satisfaction,Accomodation,Institutional factor,Father education,Mother education,Father job,Mother job,Location_student,No of absence,Credit hour,CGPA,Grade
High,M,24,college of agriculture,Plant science,RAS/188/09,2009,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,3.67 ,High
Low,M,24,college of agriculture,Plant science,RAS/179/10,2010,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,2.27 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/343/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,no,rental,always,degree,secodary,civil servant,house wife,rural,Above-7,180,3.32 ,Medium
Low,M,24,college of agriculture,Plant science,RAS/182/10,2010,Ethiopian,Low,>=6,poor,<=3,no,rental,always,secondary,secodary,farmer,house wife,rural,Under-7,180,2.24 ,Low
Low,M,24,college of agriculture,Plant science,RAS/180/07,2007,Ethiopian,Low,<=5,poor,>3,no,rental,always,secondary,secodary,farmer,house wife,rural,Under-7,180,2.25 ,Low
Low,M,24,college of agriculture,Plant science,RAS/182/07,2007,Ethiopian,Low,<=5,poor,>3,no,rental,always,secondary,secodary,farmer,house wife,rural,Above-7,180,2.26 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/186/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,urban,Under-7,180,3.42 ,Medium
High,M,24,college of agriculture,Plant science,RAS/187/07,2007,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,180,3.77 ,High
Medium,F,24,college of agriculture,Plant science,RAS/187/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.97 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/191/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,always,primary,secodary,farmer,house wife,urban,Under-7,180,2.64 ,Medium
High,M,24,college of agriculture,Plant science,RAS/138/05,2005,Ethiopian,High,>=6,low_middle class,>3,yes,dormatory,sometimes,degree,primary,civil servant,house wife,rural,Under-7,180,3.57 ,High
High,M,24,college of agriculture,Plant science,RAS/106/06,2006,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,3.68 ,High
Medium,M,24,college of agriculture,Plant science,RAS/298/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,2.63 ,Medium
High,F,24,college of agriculture,Plant science,RAS/194/10,2010,Ethiopian,High,>=6,low_middle class,>3,yes,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,3.73 ,High
Medium,M,24,college of agriculture,Plant science,RAS/110/06,2006,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,college,secodary,civil servant,house wife,rural,Above-7,180,3.11 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/227/08,2008,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,civil servant,house wife,rural,Under-7,180,3.27 ,Medium
High,M,24,college of agriculture,Plant science,RAS/112/06,2006,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,180,3.97 ,High
Medium,M,24,college of agriculture,Plant science,RAS/115/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,high school,farmer,house wife,rural,Under-7,180,3.41 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/180/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,secondary,college,farmer,civil servant,rural,Above-7,180,3.46 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/145/05,2005,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,180,2.31 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/146/05,2005,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,180,3.06 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/332/11,2011,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,primary,primary,farmer,house wife,urban,Above-7,180,2.52 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/354/08,2008,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,primary,farmer,house wife,urban,Above-7,180,2.37 ,Low
Low,M,24,college of agriculture,Plant science,RAS/212/09,2009,Ethiopian,Low,>=6,poor,>3,no,dormatory,never,primary,primary,farmer,house wife,urban,Above-7,180,2.22 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/213/09,2009,Ethiopian,Medium,<=5,low_middle class,<=3,no,rental,never,degree,secodary,civil servant,house wife,urban,Above-7,180,3.13 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/145/08,2008,Ethiopian,Low,<=5,poor,>3,no,rental,sometimes,degree,secodary,civil servant,house wife,urban,Above-7,180,2.32 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/219/09,2009,Ethiopian,Medium,<=5,low_middle class,<=3,no,rental,never,degree,secodary,merchant,house wife,urban,Under-7,180,3.00 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/204/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,no,rental,never,degree,secodary,civil servant,house wife,urban,Above-7,180,2.51 ,Medium
High,F,24,college of agriculture,Plant science,RAS/347/11,2011,Ethiopian,High,<=5,poor,>3,yes,rental,never,primary,secodary,farmer,house wife,rural,Under-7,180,3.70 ,High
Low,F,24,college of agriculture,Plant science,RAS/348/11,2011,Ethiopian,Low,<=5,poor,>3,no,rental,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.31 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/223/09,2009,Ethiopian,Medium,>=6,low_middle class,>3,no,rental,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,3.05 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/205/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,3.41 ,Medium
High,M,24,college of agriculture,Plant science,RAS/151/05,2005,Ethiopian,High,<=5,mid_middle class,>3,yes,dormatory,always,phd,primary,merchant,civil servant,rural,Above-7,180,3.74 ,High
High,M,24,college of agriculture,Plant science,RAS/154/05,2005,Ethiopian,High,>=6,mid_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Above-7,180,3.79 ,High
High,M,24,college of agriculture,Plant science,RAS/301/08,2008,Ethiopian,High,<=5,mid_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,3.67 ,High
Medium,M,24,college of agriculture,Plant science,RAS/225/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.81 ,Medium
Low,M,24,college of agriculture,Plant science,RAS/207/07,2007,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,2.23 ,Low
High,M,24,college of agriculture,Plant science,RAS/123/06,2006,Ethiopian,High,>=6,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,3.93 ,High
Medium,M,24,college of agriculture,Plant science,RAS/124/06,2006,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Above-7,180,3.35 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/127/06,2006,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Above-7,180,3.29 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/231/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,3.39 ,Medium
High,M,24,college of agriculture,Plant science,RAS/156/05,2005,Somalian,High,<=5,low_middle class,>3,no,dormatory,never,degree,secodary,farmer,house wife,urban,Under-7,180,3.65 ,High
Medium,F,24,college of agriculture,Plant science,RAS/214/10,2010,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,3.28 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/208/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,2.28 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/238/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,2.57 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/164/05,2005,Ethiopian,Low,<=5,poor,<=3,no,dormatory,sometimes,secondary,primary,farmer,house wife,urban,Above-7,180,2.27 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/165/05,2005,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.90 ,Medium
High,M,24,college of agriculture,Plant science,RAS/225/07,2007,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,3.54 ,High
Medium,F,24,college of agriculture,Plant science,RAS/240/08,2008,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,3.27 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/139/06,2006,Ethiopian,Low,>=6,poor,>3,no,dormatory,never,degree,primary,civil servant,house wife,rural,Above-7,180,2.25 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/229/10,2010,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.55 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/172/05,2005,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.61 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/140/06,2006,Ethiopian,Low,>=6,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,urban,Above-7,180,3.21 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/182/05,2005,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,college,secodary,civil servant,house wife,urban,Above-7,180,2.58 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/056/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,degree,secodary,civil servant,house wife,urban,Above-7,180,2.87 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/411/11,2011,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,never,primary,primary,farmer,house wife,rural,Above-7,180,2.82 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/141/06,2006,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,primary,high school,farmer,house wife,urban,Above-7,180,3.22 ,Medium
Low,M,24,college of agriculture,Plant science,RAS/233/07,2007,Ethiopian,Low,<=5,poor,<=3,no,dormatory,Medium,primary,primary,farmer,civil servant,urban,Under-7,180,2.41 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/238/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Above-7,180,2.94 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/257/09,2009,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Above-7,180,2.54 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/144/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Under-7,180,2.27 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/258/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,primary,farmer,house wife,urban,Under-7,180,3.04 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/239/10,2010,Ethiopian,Low,>=6,poor,>3,no,dormatory,always,primary,primary,farmer,house wife,urban,Above-7,180,2.33 ,Low
Low,M,24,college of agriculture,Plant science,RAS/420/11,2011,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Above-7,180,2.42 ,Low
Low,F,24,college of agriculture,Plant science,RAS/251/10,2010,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.40 ,Low
Low,F,24,college of agriculture,Plant science,RAS/274/09,2009,Ethiopian,Low,<=5,poor,<=3,no,dormatory,sometimes,degree,secodary,merchant,house wife,rural,Above-7,180,2.22 ,Low
Low,F,24,college of agriculture,Plant science,RAS/284/09,2009,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,degree,secodary,civil servant,house wife,rural,Under-7,180,2.36 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/441/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,3.04 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/186/05,2005,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.05 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/159/06,2006,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,2.63 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/160/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.23 ,Low
Low,F,24,college of agriculture,Plant science,RAS/161/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,phd,primary,merchant,civil servant,rural,Above-7,180,3.06 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/188/05,2005,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,never,degree,secodary,civil servant,house wife,rural,Above-7,180,2.74 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/150/07,2007,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,2.45 ,Low
Low,F,24,college of agriculture,Plant science,RAS/169/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,2.03 ,Low
Low,F,24,college of agriculture,Plant science,RAS/263/07,2007,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.16 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/272/10,2010,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,2.70 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/116/08,2008,Ethiopian,Medium,<=5,poor,<=3,no,dormatory,always,secondary,secodary,farmer,house wife,urban,Above-7,180,3.41 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/300/09,2009,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,180,2.71 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/301/09,2009,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.81 ,Medium
High,M,24,college of agriculture,Plant science,RAS/205/08,2008,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,180,3.58 ,High
Medium,M,24,college of agriculture,Plant science,RAS/270/07,2007,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.94 ,Medium
Low,M,24,college of agriculture,Plant science,RAS/278/10,2010,Ethiopian,Low,>=6,poor,>3,yes,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,2.49 ,Low
High,M,24,college of agriculture,Plant science,RAS/194/05,2005,Ethiopian,High,<=5,poor,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,180,3.92 ,High
Medium,M,24,college of agriculture,Plant science,RAS/273/07,2007,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,primary,farmer,house wife,rural,Above-7,180,2.59 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/323/08,2008,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,180,2.80 ,Medium
Low,M,24,college of agriculture,Plant science,RAS/304/09,2009,Ethiopian,Low,<=5,poor,<=3,no,with family,always,primary,secodary,farmer,house wife,rural,Above-7,180,2.48 ,Low
Medium,M,24,college of agriculture,Plant science,RAS/287/10,2010,Ethiopian,Medium,<=5,poor,>3,no,with family,always,primary,secodary,farmer,house wife,urban,Above-7,180,2.68 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/275/07,2007,Ethiopian,Medium,<=5,poor,<=3,no,with family,always,degree,primary,civil servant,house wife,rural,Above-7,180,3.41 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/175/06,2006,Ethiopian,Low,>=6,poor,>3,no,with family,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,2.05 ,Low
Low,M,24,college of agriculture,Plant science,RAS/201/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,with family,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,2.28 ,Low
Low,F,24,college of agriculture,Plant science,RAS/289/10,2010,Ethiopian,Low,<=5,poor,>3,no,with family,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,2.31 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/290/10,2010,Ethiopian,Medium,>=6,low_middle class,>3,no,with family,sometimes,college,secodary,civil servant,house wife,rural,Above-7,180,2.61 ,Medium
Medium,F,24,college of agriculture,Plant science,RAS/320/09,2009,Ethiopian,Medium,<=5,low_middle class,>3,no,with family,sometimes,primary,secodary,civil servant,house wife,urban,Above-7,180,2.58 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/493/11,2011,Ethiopian,Low,<=5,low_middle class,>3,no,with family,sometimes,primary,primary,farmer,house wife,urban,Above-7,180,2.41 ,Low
Medium,F,24,college of agriculture,Plant science,RAS/212/05,2005,Ethiopian,Medium,<=5,low_middle class,>3,no,with family,never,primary,high school,farmer,house wife,urban,Above-7,180,2.87 ,Medium
Medium,M,24,college of agriculture,Plant science,RAS/214/05,2005,Ethiopian,Medium,<=5,low_middle class,<=3,no,with family,never,secondary,college,farmer,civil servant,urban,Above-7,180,3.76 ,Medium
Low,F,24,college of agriculture,Plant science,RAS/291/07,2007,Ethiopian,Low,<=5,poor,>3,no,with family,never,primary,primary,farmer,house wife,urban,Under-7,180,2.35 ,Low
High,F,24,college of agriculture,Plant science,RAS/186/06,2006,Ethiopian,High,<=5,poor,>3,yes,with family,never,primary,primary,farmer,house wife,urban,Above-7,180,3.85 ,High
